Speaker,Text,Null copula,Person/num. agreement,Multiple negators,Existential it/dey,Perfect done,Remote past BIN,Habitual be
B:,"All I want to know is , have you talked to So-and-so?",0,0,0,0,0,0,0
B:,Have you seen any of our old crowd?”,0,0,0,0,0,0,0
B:,But I didn’t get too far on that.,0,0,0,0,0,0,0
W:,It can be a hit and miss.,0,0,0,0,0,0,0
W:,"I’m on Facebook, too.",0,0,0,0,0,0,0
W:,I get in touch with people I haven’t seen since high school.,0,0,0,0,0,0,0
B:,"Yeah, that’s the beauty of it !",0,0,0,0,0,0,0
B:,"And I was saying, “Oh, boy!",0,0,0,0,0,0,0
B:,Now I can find out what happened to all of those guys .”,0,0,0,0,0,0,0
B:,"But you know, one guy that was very active socially here, I found him at the University of California at Northridge; he’s a professor there.",0,0,0,0,0,0,0
B:,He’s a very —he’s a social activist .,0,0,0,0,0,0,0
B:,"And I found him, emailed him, called him ; he called me back .",0,0,0,0,0,0,0
B:,"We had about a three hour conversation on the phone one day, and then I never heard from him again.",0,0,0,0,0,0,0
B:,"I tried to beep him again, say, “Okay.”",0,0,0,0,0,0,0
B:,"Because I keep saying, “You don’t come to the reunions; come to the reunions .”",0,0,0,0,0,0,0
B:,"But it’s been a few months now , and I haven’t heard from him, so.",0,0,0,0,0,0,0
B:,I don’t know.,0,0,0,0,0,0,0
W:,"Well, thank you very much.",0,0,0,0,0,0,0
W:,I’m going to go ahead and stop this.,0,0,0,0,0,0,0
W:,"Transcribed by: Richard Brust , Sept. 24, 201 5 Audit -edited by: Ryan Morini, August 16, 2017 Final",,,,,,,
W:,"edited by: Ryan Morini, February 18, 2019",,,,,,,
